hour,load,wind,solar
6666,160.00,24.22,0.00
6667,162.00,23.41,0.00
6668,151.00,25.88,0.00
6669,132.00,24.42,0.00
6670,112.00,22.04,1.66
6671,99.00,20.08,14.32
6672,96.60,24.63,33.01
6673,91.35,19.90,55.95
6674,87.15,13.11,79.75
6675,85.05,9.65,95.47
6676,86.10,7.98,99.74
6677,93.45,8.19,83.52
6678,108.15,11.63,62.64
6679,128.10,19.72,32.68
6680,145.95,24.32,21.59
6681,152.25,24.12,4.52
6682,148.05,25.57,0.00
6683,140.70,25.67,0.00
6684,134.40,22.72,0.00
6685,131.25,21.28,0.00
6686,133.35,20.36,0.00
6687,139.65,21.19,0.00
6688,150.15,20.72,0.00
6689,161.70,18.66,0.00
6690,168.00,17.31,0.00
6691,170.10,13.97,0.00
6692,158.55,10.12,0.00
6693,138.60,9.88,0.00
6694,117.60,11.69,0.60
6695,103.95,10.49,7.54
6696,87.40,8.09,15.24
6697,82.65,5.76,20.47
6698,78.85,4.40,30.50
6699,76.95,4.67,35.02
6700,77.90,6.73,23.90
6701,84.55,9.82,30.53
6702,97.85,13.61,22.76
6703,115.90,15.55,17.02
6704,132.05,15.24,12.39
6705,137.75,12.97,2.46
6706,133.95,14.11,0.00
6707,127.30,14.11,0.00
6708,121.60,11.50,0.00
6709,118.75,10.24,0.00
6710,120.65,8.90,0.00
6711,126.35,8.74,0.00
6712,135.85,8.46,0.00
6713,146.30,7.62,0.00
6714,152.00,6.49,0.00
6715,153.90,5.81,0.00
6716,143.45,5.50,0.00
6717,125.40,4.40,0.00
6718,106.40,2.52,1.71
6719,94.05,0.43,17.16
6720,92.00,0.00,39.55
6721,87.00,0.00,67.59
6722,83.00,0.00,77.63
6723,81.00,0.47,80.96
6724,82.00,0.51,75.69
6725,89.00,0.41,63.54
6726,103.00,0.76,45.63
6727,122.00,1.79,36.83
6728,139.00,3.22,20.58
6729,145.00,3.22,4.88
6730,141.00,3.52,0.00
6731,134.00,6.12,0.00
6732,128.00,9.24,0.00
6733,125.00,7.77,0.00
6734,127.00,4.59,0.00
6735,133.00,4.52,0.00
6736,143.00,6.17,0.00
6737,154.00,5.72,0.00
6738,160.00,3.66,0.00
6739,162.00,2.61,0.00
6740,151.00,2.09,0.00
6741,132.00,0.95,0.00
6742,112.00,1.49,1.45
6743,99.00,1.77,14.99
6744,96.60,0.85,32.87
6745,91.35,1.34,48.53
6746,87.15,2.18,70.91
6747,85.05,2.06,81.59
6748,86.10,1.27,77.06
6749,93.45,1.22,73.66
6750,108.15,1.85,65.15
6751,128.10,3.12,43.24
6752,145.95,4.29,20.64
6753,152.25,3.63,4.24
6754,148.05,2.99,0.00
6755,140.70,2.83,0.00
6756,134.40,3.29,0.00
6757,131.25,3.88,0.00
6758,133.35,3.88,0.00
6759,139.65,3.05,0.00
6760,150.15,1.59,0.00
6761,161.70,0.51,0.00
6762,168.00,0.47,0.00
6763,170.10,1.27,0.00
6764,158.55,1.93,0.00
6765,138.60,2.32,0.00
6766,117.60,2.46,0.73
6767,103.95,2.12,6.98
6768,87.40,0.68,13.36
6769,82.65,1.56,20.57
6770,78.85,2.43,31.58
6771,76.95,2.04,37.68
6772,77.90,1.04,30.96
6773,84.55,0.41,25.12
6774,97.85,0.47,25.74
6775,115.90,0.39,24.45
6776,132.05,0.54,12.16
6777,137.75,0.36,2.68
6778,133.95,0.00,0.00
6779,127.30,0.00,0.00
6780,121.60,0.00,0.00
6781,118.75,0.00,0.00
6782,120.65,0.00,0.00
6783,126.35,0.00,0.00
6784,135.85,0.00,0.00
6785,146.30,0.00,0.00
6786,152.00,0.00,0.00
6787,153.90,0.00,0.00
6788,143.45,0.00,0.00
6789,125.40,0.03,0.00
6790,106.40,0.23,1.50
6791,94.05,0.23,17.97
6792,92.00,0.00,43.73
6793,87.00,0.13,70.94
6794,83.00,1.22,91.42
6795,81.00,1.34,101.85
6796,82.00,0.87,105.83
6797,89.00,0.15,91.90
6798,103.00,0.00,75.27
6799,122.00,0.00,47.02
6800,139.00,0.00,22.45
6801,145.00,0.00,3.47
6802,141.00,0.25,0.00
6803,134.00,1.04,0.00
6804,128.00,2.04,0.00
6805,125.00,2.71,0.00
6806,127.00,3.88,0.00
6807,133.00,5.29,0.00
6808,143.00,5.81,0.00
6809,154.00,4.02,0.00
6810,160.00,1.93,0.00
6811,162.00,1.29,0.00
6812,151.00,2.68,0.00
6813,132.00,3.95,0.00
6814,112.00,3.49,1.10
6815,99.00,1.82,8.93
6816,96.60,0.13,22.75
6817,91.35,0.00,34.73
6818,87.15,0.00,39.59
6819,85.05,0.00,52.97
6820,86.10,0.00,53.44
6821,93.45,0.00,48.09
6822,108.15,0.00,31.00
6823,128.10,0.30,22.64
6824,145.95,1.49,11.60
6825,152.25,3.25,1.85
6826,148.05,5.94,0.00
6827,140.70,8.57,0.00
6828,134.40,9.30,0.00
6829,131.25,8.52,0.00
6830,133.35,7.42,0.00
6831,139.65,6.97,0.00
6832,150.15,7.21,0.00
6833,161.70,7.72,0.00
6834,168.00,6.77,0.00
6835,170.10,4.87,0.00
6836,158.55,3.35,0.00
6837,138.60,2.74,0.00
6838,117.60,2.77,1.53
6839,103.95,1.69,18.16
6840,87.40,0.11,43.95
6841,82.65,0.00,70.43
6842,78.85,0.00,85.65
6843,76.95,0.00,81.17
6844,77.90,0.00,65.69
6845,84.55,0.00,58.34
6846,97.85,0.36,42.48
6847,115.90,1.00,32.60
6848,132.05,1.39,15.94
6849,137.75,1.49,3.03
6850,133.95,1.59,0.00
6851,127.30,1.54,0.00
6852,121.60,1.29,0.00
6853,118.75,1.18,0.00
6854,120.65,1.20,0.00
6855,126.35,1.25,0.00
6856,135.85,1.46,0.00
6857,146.30,1.87,0.00
6858,152.00,1.79,0.00
6859,153.90,1.39,0.00
6860,143.45,1.09,0.00
6861,125.40,1.00,0.00
6862,106.40,0.76,1.31
6863,94.05,1.22,15.76
6864,92.00,0.93,36.99
6865,87.00,1.56,58.92
6866,83.00,0.58,87.39
6867,81.00,0.53,96.82
6868,82.00,1.37,94.68
6869,89.00,2.86,91.70
6870,103.00,4.40,74.38
6871,122.00,5.04,50.85
6872,139.00,4.36,25.79
6873,145.00,2.20,4.07
6874,141.00,0.39,0.00
6875,134.00,0.00,0.00
6876,128.00,0.00,0.00
6877,125.00,0.00,0.00
6878,127.00,0.00,0.00
6879,133.00,0.00,0.00
6880,143.00,0.00,0.00
6881,154.00,0.00,0.00
6882,160.00,0.00,0.00
6883,162.00,0.00,0.00
6884,151.00,0.00,0.00
6885,132.00,0.15,0.00
6886,112.00,0.49,1.77
6887,99.00,0.54,23.52
6888,96.60,0.00,54.64
6889,91.35,0.05,82.81
6890,87.15,1.04,103.91
6891,85.05,0.81,115.74
6892,86.10,0.68,119.00
6893,93.45,0.58,108.96
6894,108.15,0.60,90.79
6895,128.10,0.47,64.26
6896,145.95,0.03,33.14
6897,152.25,0.00,5.08
6898,148.05,0.00,0.00
6899,140.70,0.00,0.00
6900,134.40,0.00,0.00
6901,131.25,0.00,0.00
6902,133.35,0.00,0.00
6903,139.65,0.00,0.00
6904,150.15,0.00,0.00
6905,161.70,0.00,0.00
6906,168.00,0.00,0.00
6907,170.10,0.00,0.00
6908,158.55,0.00,0.00
6909,138.60,0.00,0.00
6910,117.60,0.00,1.87
6911,103.95,0.00,25.14
6912,87.40,0.00,56.97
6913,82.65,0.00,84.82
6914,78.85,0.00,105.55
6915,76.95,0.00,116.97
6916,77.90,0.00,118.14
6917,84.55,0.00,107.93
6918,97.85,0.00,88.75
6919,115.90,0.00,62.19
6920,132.05,0.00,31.39
6921,137.75,0.06,4.51
6922,133.95,1.69,0.00
6923,127.30,2.93,0.00
6924,121.60,3.56,0.00
6925,118.75,3.77,0.00
6926,120.65,3.63,0.00
6927,126.35,3.22,0.00
6928,135.85,2.68,0.00
6929,146.30,2.09,0.00
6930,152.00,1.72,0.00
6931,153.90,2.18,0.00
6932,143.45,3.42,0.00
6933,125.40,5.00,0.00
6934,106.40,6.58,1.54
6935,94.05,7.12,21.92
6936,92.00,2.68,51.20
6937,87.00,7.02,77.97
6938,83.00,10.80,98.02
6939,81.00,9.30,108.92
6940,82.00,7.07,115.33
6941,89.00,5.37,105.90
6942,103.00,4.59,86.85
6943,122.00,5.00,60.36
6944,139.00,7.07,29.98
6945,145.00,12.02,4.08
6946,141.00,20.91,0.00
6947,134.00,26.63,0.00
6948,128.00,27.51,0.00
6949,125.00,25.99,0.00
6950,127.00,23.21,0.00
6951,133.00,20.36,0.00
6952,143.00,17.14,0.00
6953,154.00,12.90,0.00
6954,160.00,8.79,0.00
6955,162.00,6.07,0.00
6956,151.00,4.40,0.00
6957,132.00,3.88,0.00
6958,112.00,4.17,1.44
6959,99.00,3.77,21.58
6960,96.60,0.51,50.21
6961,91.35,0.00,77.05
6962,87.15,0.00,97.20
6963,85.05,0.00,108.36
6964,86.10,0.00,110.16
6965,93.45,0.00,101.15
6966,108.15,0.00,82.22
6967,128.10,0.00,56.06
6968,145.95,0.00,27.42
6969,152.25,2.41,3.51
6970,148.05,8.96,0.00
6971,140.70,17.06,0.00
6972,134.40,21.85,0.00
6973,131.25,21.76,0.00
6974,133.35,18.92,0.00
6975,139.65,15.70,0.00
6976,150.15,12.02,0.00
6977,161.70,8.79,0.00
6978,168.00,7.21,0.00
6979,170.10,7.77,0.00
6980,158.55,9.24,0.00
6981,138.60,12.15,0.00
6982,117.60,12.77,0.90
6983,103.95,9.36,9.28
6984,87.40,4.96,21.83
6985,82.65,3.42,31.56
6986,78.85,2.18,40.46
6987,76.95,0.98,47.87
6988,77.90,0.30,52.18
6989,84.55,2.74,44.24
6990,97.85,18.75,28.62
6991,115.90,73.30,17.65
6992,132.05,100.00,7.47
6993,137.75,100.00,0.69
6994,133.95,100.00,0.00
6995,127.30,100.00,0.00
6996,121.60,100.00,0.00
6997,118.75,75.81,0.00
6998,120.65,42.57,0.00
6999,126.35,32.52,0.00
7000,135.85,29.08,0.00
7001,146.30,23.41,0.00
7002,152.00,20.45,0.00
7003,153.90,18.15,0.00
7004,143.45,17.64,0.00
7005,125.40,16.65,0.00
7006,106.40,15.47,1.11
7007,94.05,11.17,18.43
7008,92.00,10.49,48.64
7009,87.00,13.90,77.65
7010,83.00,13.75,98.85
7011,81.00,11.82,110.73
7012,82.00,11.24,113.73
7013,89.00,11.82,104.01
7014,103.00,13.04,85.04
7015,122.00,14.19,58.67
7016,139.00,14.11,28.46
7017,145.00,13.97,3.39
7018,141.00,17.23,0.00
7019,134.00,18.66,0.00
7020,128.00,17.64,0.00
7021,125.00,15.55,0.00
7022,127.00,13.97,0.00
7023,133.00,11.95,0.00
7024,143.00,9.02,0.00
7025,154.00,6.17,0.00
7026,160.00,4.10,0.00
7027,162.00,2.61,0.00
7028,151.00,1.54,0.00
7029,132.00,1.29,0.00
7030,112.00,1.59,1.27
7031,99.00,1.66,21.11
7032,96.60,0.22,51.40
7033,91.35,0.00,79.46
7034,87.15,0.00,98.79
7035,85.05,0.00,111.26
7036,86.10,0.00,117.47
7037,93.45,0.00,107.96
7038,108.15,0.00,85.71
7039,128.10,0.00,56.97
7040,145.95,0.00,26.62
7041,152.25,0.00,2.98
7042,148.05,0.00,0.00
7043,140.70,0.00,0.00
7044,134.40,0.00,0.00
7045,131.25,0.00,0.00
7046,133.35,0.22,0.00
7047,139.65,0.10,0.00
7048,150.15,0.00,0.00
7049,161.70,0.00,0.00
7050,168.00,0.00,0.00
7051,170.10,0.00,0.00
7052,158.55,0.00,0.00
7053,138.60,0.00,0.00
7054,117.60,0.00,1.11
7055,103.95,0.00,19.84
7056,87.40,0.00,50.46
7057,82.65,0.00,78.51
7058,78.85,0.00,99.06
7059,76.95,0.00,110.44
7060,77.90,0.00,113.36
7061,84.55,0.00,103.45
7062,97.85,0.00,84.34
7063,115.90,0.00,57.72
7064,132.05,0.00,27.23
7065,137.75,0.00,2.97
7066,133.95,0.00,0.00
7067,127.30,0.00,0.00
7068,121.60,0.72,0.00
7069,118.75,1.46,0.00
7070,120.65,1.51,0.00
7071,126.35,1.07,0.00
7072,135.85,0.60,0.00
7073,146.30,0.34,0.00
7074,152.00,0.29,0.00
7075,153.90,0.23,0.00
7076,143.45,0.15,0.00
7077,125.40,0.23,0.00
7078,106.40,0.45,1.12
7079,94.05,0.89,19.97
7080,92.00,0.08,49.46
7081,87.00,0.00,75.96
7082,83.00,0.00,95.96
7083,81.00,0.00,106.60
7084,82.00,0.00,111.25
7085,89.00,0.00,101.37
7086,103.00,0.00,81.93
7087,122.00,0.00,55.39
7088,139.00,0.00,25.54
7089,145.00,0.00,2.64
7090,141.00,3.05,0.00
7091,134.00,8.30,0.00
7092,128.00,12.42,0.00
7093,125.00,13.61,0.00
7094,127.00,11.30,0.00
7095,133.00,7.88,0.00
7096,143.00,5.59,0.00
7097,154.00,4.40,0.00
7098,160.00,3.49,0.00
7099,162.00,2.52,0.00
7100,151.00,1.61,0.00
7101,132.00,1.07,0.00
7102,112.00,0.70,0.92
7103,99.00,0.39,16.71
7104,96.60,0.00,43.62
7105,91.35,0.00,71.26
7106,87.15,0.00,90.83
7107,85.05,0.00,101.59
7108,86.10,0.00,99.81
7109,93.45,0.00,91.32
7110,108.15,0.00,73.63
7111,128.10,0.00,47.92
7112,145.95,0.00,21.00
7113,152.25,0.00,2.20
7114,148.05,0.00,0.00
7115,140.70,0.45,0.00
7116,134.40,1.07,0.00
7117,131.25,1.66,0.00
7118,133.35,2.23,0.00
7119,139.65,2.52,0.00
7120,150.15,2.29,0.00
7121,161.70,1.49,0.00
7122,168.00,0.30,0.00
7123,170.10,0.00,0.00
7124,158.55,0.00,0.00
7125,138.60,0.00,0.00
7126,117.60,0.00,0.48
7127,103.95,0.00,6.52
7128,87.40,0.00,14.73
7129,82.65,0.00,24.13
7130,78.85,0.00,30.19
7131,76.95,0.00,37.77
7132,77.90,0.00,27.58
7133,84.55,0.00,19.46
7134,97.85,0.00,19.09
7135,115.90,0.00,13.26
7136,132.05,0.00,6.80
7137,137.75,0.00,0.89
7138,133.95,0.00,0.00
7139,127.30,0.00,0.00
7140,121.60,0.00,0.00
7141,118.75,0.00,0.00
7142,120.65,0.32,0.00
7143,126.35,0.91,0.00
7144,135.85,0.87,0.00
7145,146.30,0.00,0.00
7146,152.00,0.00,0.00
7147,153.90,0.00,0.00
7148,143.45,0.00,0.00
7149,125.40,0.93,0.00
7150,106.40,0.87,0.67
7151,94.05,0.00,12.88
7152,92.00,0.00,32.17
7153,87.00,0.00,53.54
7154,83.00,0.00,72.04
7155,81.00,0.00,82.12
7156,82.00,0.00,93.85
7157,89.00,0.00,80.26
7158,103.00,0.00,57.30
7159,122.00,0.00,33.36
7160,139.00,0.91,15.90
7161,145.00,0.98,1.38
7162,141.00,1.82,0.00
7163,134.00,5.50,0.00
7164,128.00,11.63,0.00
7165,125.00,15.16,0.00
7166,127.00,14.48,0.00
7167,133.00,12.90,0.00
7168,143.00,11.05,0.00
7169,154.00,8.74,0.00
7170,160.00,6.30,0.00
7171,162.00,5.33,0.00
7172,151.00,4.13,0.00
7173,132.00,1.87,0.00
7174,112.00,0.16,0.21
7175,99.00,0.00,3.54
7176,96.60,0.00,8.51
7177,91.35,0.00,13.80
7178,87.15,0.00,24.94
7179,85.05,0.00,24.84
7180,86.10,0.00,34.48
7181,93.45,0.00,26.37
7182,108.15,0.00,28.60
7183,128.10,0.00,17.18
7184,145.95,0.00,8.49
7185,152.25,0.00,0.87
7186,148.05,1.27,0.00
7187,140.70,4.44,0.00
7188,134.40,5.81,0.00
7189,131.25,5.20,0.00
7190,133.35,4.52,0.00
7191,139.65,3.73,0.00
7192,150.15,2.89,0.00
7193,161.70,2.06,0.00
7194,168.00,1.07,0.00
7195,170.10,0.00,0.00
7196,158.55,0.00,0.00
7197,138.60,0.00,0.00
7198,117.60,0.00,0.47
7199,103.95,0.00,7.80
7200,87.40,0.00,22.46
7201,82.65,0.00,38.07
7202,78.85,0.00,41.80
7203,76.95,0.00,47.73
7204,77.90,0.00,58.48
7205,84.55,0.00,57.21
7206,97.85,0.00,46.41
7207,115.90,0.00,27.93
7208,132.05,0.00,11.44
7209,137.75,0.00,1.22
7210,133.95,0.00,0.00
7211,127.30,0.00,0.00
7212,121.60,0.00,0.00
7213,118.75,0.00,0.00
7214,120.65,0.00,0.00
7215,126.35,0.00,0.00
7216,135.85,0.00,0.00
7217,146.30,0.00,0.00
7218,152.00,0.00,0.00
7219,153.90,0.00,0.00
7220,143.45,0.00,0.00
7221,125.40,0.00,0.00
7222,106.40,0.00,0.59
7223,94.05,0.00,11.45
7224,92.00,0.00,32.92
7225,87.00,0.00,56.95
7226,83.00,0.00,75.28
7227,81.00,0.00,79.91
7228,82.00,0.00,73.10
7229,89.00,0.00,70.12
7230,103.00,0.00,54.91
7231,122.00,0.00,35.16
7232,139.00,0.00,16.32
7233,145.00,0.00,1.56
7234,141.00,0.00,0.00
7235,134.00,0.00,0.00
7236,128.00,0.00,0.00
7237,125.00,0.00,0.00
7238,127.00,0.00,0.00
7239,133.00,0.00,0.00
7240,143.00,0.00,0.00
7241,154.00,0.00,0.00
7242,160.00,0.00,0.00
7243,162.00,0.00,0.00
7244,151.00,0.00,0.00
7245,132.00,0.00,0.00
7246,112.00,0.00,0.64
7247,99.00,0.00,16.11
7248,96.60,0.00,42.74
7249,91.35,0.00,68.77
7250,87.15,0.00,88.22
7251,85.05,0.00,99.25
7252,86.10,0.00,98.45
7253,93.45,0.00,89.97
7254,108.15,0.00,72.19
7255,128.10,0.00,46.95
7256,145.95,0.00,20.18
7257,152.25,0.00,1.61
7258,148.05,0.00,0.00
7259,140.70,0.39,0.00
7260,134.40,2.43,0.00
7261,131.25,4.44,0.00
7262,133.35,5.76,0.00
7263,139.65,6.77,0.00
7264,150.15,8.03,0.00
7265,161.70,8.85,0.00
7266,168.00,9.02,0.00
7267,170.10,7.98,0.00
7268,158.55,6.21,0.00
7269,138.60,3.42,0.00
7270,117.60,1.09,0.60
7271,103.95,0.11,15.19
7272,87.40,0.00,42.03
7273,82.65,0.00,68.54
7274,78.85,0.00,88.80
7275,76.95,0.03,100.10
7276,77.90,0.39,105.20
7277,84.55,0.70,95.61
7278,97.85,0.49,76.77
7279,115.90,0.05,50.81
7280,132.05,0.00,21.95
7281,137.75,0.00,1.63
7282,133.95,0.00,0.00
7283,127.30,0.00,0.00
7284,121.60,2.41,0.00
7285,118.75,5.54,0.00
7286,120.65,8.57,0.00
7287,126.35,10.36,0.00
7288,135.85,10.49,0.00
7289,146.30,10.98,0.00
7290,152.00,11.82,0.00
7291,153.90,11.50,0.00
7292,143.45,9.94,0.00
7293,125.40,8.30,0.00
7294,106.40,7.31,0.60
7295,94.05,6.07,16.42
7296,92.00,1.46,45.96
7297,87.00,1.44,72.58
7298,83.00,6.58,92.65
7299,81.00,6.58,103.83
7300,82.00,5.16,107.62
7301,89.00,3.70,98.01
7302,103.00,2.68,79.13
7303,122.00,2.06,52.95
7304,139.00,1.79,23.07
7305,145.00,3.02,1.65
7306,141.00,6.92,0.00
7307,134.00,13.11,0.00
7308,128.00,19.10,0.00
7309,125.00,21.28,0.00
7310,127.00,20.08,0.00
7311,133.00,17.98,0.00
7312,143.00,16.49,0.00
7313,154.00,15.24,0.00
7314,160.00,14.11,0.00
7315,162.00,13.68,0.00
7316,151.00,13.82,0.00
7317,132.00,13.75,0.00
7318,112.00,13.82,0.55
7319,99.00,12.70,16.30
7320,96.60,5.12,44.62
7321,91.35,3.66,70.79
7322,87.15,18.58,90.57
7323,85.05,14.63,101.38
7324,86.10,11.11,102.91
7325,93.45,8.09,93.11
7326,108.15,5.37,74.03
7327,128.10,3.49,48.24
7328,145.95,1.93,20.28
7329,152.25,0.72,1.36
7330,148.05,0.81,0.00
7331,140.70,2.18,0.00
7332,134.40,5.12,0.00
7333,131.25,7.36,0.00
7334,133.35,7.93,0.00
7335,139.65,7.36,0.00
7336,150.15,6.40,0.00
7337,161.70,5.63,0.00
7338,168.00,4.63,0.00
7339,170.10,3.45,0.00
7340,158.55,1.98,0.00
7341,138.60,0.54,0.00
7342,117.60,0.00,0.47
7343,103.95,0.00,12.50
7344,87.40,0.00,36.32
7345,82.65,0.00,59.90
7346,78.85,0.00,71.52
7347,76.95,0.00,72.16
7348,77.90,0.00,70.63
7349,84.55,0.00,66.96
7350,97.85,0.00,47.14
7351,115.90,0.29,26.83
7352,132.05,12.02,9.77
7353,137.75,38.07,0.74
7354,133.95,61.35,0.00
7355,127.30,59.89,0.00
7356,121.60,47.71,0.00
7357,118.75,39.44,0.00
7358,120.65,32.89,0.00
7359,126.35,27.29,0.00
7360,135.85,20.08,0.00
7361,146.30,17.06,0.00
7362,152.00,15.78,0.00
7363,153.90,11.17,0.00
7364,143.45,7.26,0.00
7365,125.40,4.40,0.00
7366,106.40,3.84,0.00
7367,94.05,3.77,3.16
7368,92.00,3.73,10.17
7369,87.00,2.49,18.23
7370,83.00,0.00,16.09
7371,81.00,0.00,15.34
7372,82.00,0.00,13.36
7373,89.00,0.00,12.22
7374,103.00,0.00,7.06
7375,122.00,0.00,6.01
7376,139.00,0.02,2.67
7377,145.00,0.13,0.32
7378,141.00,0.27,0.00
7379,134.00,0.27,0.00
7380,128.00,0.58,0.00
7381,125.00,1.90,0.00
7382,127.00,2.68,0.00
7383,133.00,2.09,0.00
7384,143.00,2.32,0.00
7385,154.00,5.00,0.00
7386,160.00,12.22,0.00
7387,162.00,20.63,0.00
7388,151.00,27.29,0.00
7389,132.00,33.13,0.00
7390,112.00,25.67,0.00
7391,99.00,18.75,3.06
7392,96.60,10.67,4.64
7393,91.35,10.18,3.08
7394,87.15,17.06,4.41
7395,85.05,25.15,5.79
7396,86.10,44.04,6.89
7397,93.45,72.26,9.92
7398,108.15,85.28,5.57
7399,128.10,94.27,3.63
7400,145.95,100.00,1.54
7401,152.25,75.60,0.20
7402,148.05,53.58,0.00
7403,140.70,51.41,0.00
7404,134.40,39.72,0.00
7405,131.25,19.90,0.00
7406,133.35,12.70,0.00
7407,139.65,14.71,0.00
7408,150.15,16.33,0.00
7409,161.70,15.94,0.00
7410,168.00,14.11,0.00
7411,170.10,11.37,0.00
7412,158.55,6.58,0.00
7413,138.60,2.04,0.00
7414,117.60,0.00,0.00
7415,103.95,0.00,17.50
7416,87.40,0.64,46.64
7417,82.65,6.68,78.30
7418,78.85,6.26,98.59
7419,76.95,3.95,110.11
7420,77.90,2.64,108.91
7421,84.55,2.26,99.26
7422,97.85,2.04,79.95
7423,115.90,1.29,52.90
7424,132.05,0.18,22.16
7425,137.75,0.00,1.25
7426,133.95,0.00,0.00
7427,127.30,0.00,0.00
7428,121.60,0.00,0.00
7429,118.75,0.47,0.00
7430,120.65,0.76,0.00
7431,126.35,0.89,0.00
7432,135.85,1.07,0.00
7433,146.30,1.41,0.00
7434,152.00,2.09,0.00
7435,153.90,3.39,0.00
7436,143.45,5.59,0.00
7437,125.40,7.93,0.00
7438,106.40,10.30,0.00
7439,94.05,12.09,15.97
7440,92.00,6.92,43.57
7441,87.00,7.26,70.20
7442,83.00,10.18,90.05
7443,81.00,9.36,100.98
7444,82.00,8.41,104.49
7445,89.00,7.72,94.96
7446,103.00,7.21,76.46
7447,122.00,7.12,50.52
7448,139.00,8.68,20.97
7449,145.00,17.73,1.16
7450,141.00,35.81,0.00
7451,134.00,46.78,0.00
7452,128.00,40.14,0.00
7453,125.00,26.85,0.00
7454,127.00,16.02,0.00
7455,133.00,12.56,0.00
7456,143.00,9.65,0.00
7457,154.00,6.58,0.00
7458,160.00,4.75,0.00
7459,162.00,2.18,0.00
7460,151.00,1.00,0.00
7461,132.00,3.29,0.00
7462,112.00,5.72,0.00
7463,99.00,4.67,12.86
7464,96.60,1.56,37.18
7465,91.35,0.98,61.81
7466,87.15,0.25,81.30
7467,85.05,0.00,85.94
7468,86.10,0.00,87.04
7469,93.45,0.00,77.11
7470,108.15,0.00,65.43
7471,128.10,0.00,40.89
7472,145.95,0.00,16.18
7473,152.25,0.00,0.90
7474,148.05,1.13,0.00
7475,140.70,5.50,0.00
7476,134.40,10.30,0.00
7477,131.25,13.18,0.00
7478,133.35,13.54,0.00
7479,139.65,10.18,0.00
7480,150.15,6.35,0.00
7481,161.70,4.13,0.00
7482,168.00,3.32,0.00
7483,170.10,3.52,0.00
7484,158.55,4.48,0.00
7485,138.60,6.87,0.00
7486,117.60,5.50,0.00
7487,103.95,7.67,2.39
7488,87.40,8.63,6.24
7489,82.65,8.35,9.37
7490,78.85,7.77,13.17
7491,76.95,24.02,25.82
7492,77.90,46.01,19.96
7493,84.55,65.69,18.49
7494,97.85,81.67,9.80
7495,115.90,81.67,5.93
7496,132.05,75.60,2.38
7497,137.75,64.16,0.18
7498,133.95,57.38,0.00
7499,127.30,50.10,0.00
7500,121.60,40.28,0.00
7501,118.75,31.66,0.00
7502,120.65,19.45,0.00
7503,126.35,18.32,0.00
7504,135.85,27.07,0.00
7505,146.30,34.14,0.00
7506,152.00,40.84,0.00
7507,153.90,40.70,0.00
7508,143.45,38.75,0.00
7509,125.40,39.58,0.00
7510,106.40,39.16,0.00
7511,94.05,36.73,4.69
7512,92.00,34.64,12.24
7513,87.00,29.31,19.79
7514,83.00,22.24,27.51
7515,81.00,19.54,30.69
7516,82.00,15.55,31.48
7517,89.00,16.82,33.61
7518,103.00,22.62,8.41
7519,122.00,18.23,7.08
7520,139.00,10.61,3.81
7521,145.00,12.36,0.42
7522,141.00,15.24,0.00
7523,134.00,16.25,0.00
7524,128.00,15.08,0.00
7525,125.00,13.39,0.00
7526,127.00,11.43,0.00
7527,133.00,11.24,0.00
7528,143.00,12.36,0.00
7529,154.00,13.54,0.00
7530,160.00,13.54,0.00
7531,162.00,12.29,0.00
7532,151.00,11.63,0.00
7533,132.00,11.63,0.00
7534,112.00,11.11,0.00
7535,99.00,10.80,4.20
7536,96.60,10.12,12.26
7537,91.35,11.95,21.83
7538,87.15,14.48,11.66
7539,85.05,16.74,13.20
7540,86.10,9.36,13.41
7541,93.45,5.20,17.54
7542,108.15,19.01,9.77
7543,128.10,47.55,6.74
7544,145.95,72.47,3.45
7545,152.25,73.09,0.32
7546,148.05,71.24,0.00
7547,140.70,71.45,0.00
7548,134.40,66.86,0.00
7549,131.25,60.62,0.00
7550,133.35,55.28,0.00
7551,139.65,55.98,0.00
7552,150.15,60.07,0.00
7553,161.70,60.80,0.00
7554,168.00,58.27,0.00
7555,170.10,51.41,0.00
7556,158.55,42.71,0.00
7557,138.60,37.66,0.00
7558,117.60,34.77,0.00
7559,103.95,30.83,6.48
7560,87.40,33.88,20.75
7561,82.65,30.59,36.66
7562,78.85,22.24,52.98
7563,76.95,26.53,61.59
7564,77.90,36.33,57.44
7565,84.55,50.91,48.19
7566,97.85,58.80,49.16
7567,115.90,55.28,29.72
7568,132.05,54.77,10.31
7569,137.75,45.09,0.46
7570,133.95,39.30,0.00
7571,127.30,33.38,0.00
7572,121.60,27.95,0.00
7573,118.75,22.62,0.00
7574,120.65,18.66,0.00
7575,126.35,18.58,0.00
7576,135.85,18.92,0.00
7577,146.30,19.01,0.00
7578,152.00,18.66,0.00
7579,153.90,17.81,0.00
7580,143.45,17.73,0.00
7581,125.40,17.06,0.00
7582,106.40,12.22,0.00
7583,94.05,7.67,5.48
7584,92.00,6.82,17.39
7585,87.00,7.82,26.69
7586,83.00,6.92,33.50
7587,81.00,3.12,47.17
7588,82.00,0.81,26.52
7589,89.00,0.83,22.15
7590,103.00,0.79,18.44
7591,122.00,0.13,21.27
7592,139.00,0.00,8.50
7593,145.00,0.00,0.43
7594,141.00,0.00,0.00
7595,134.00,0.00,0.00
7596,128.00,0.00,0.00
7597,125.00,0.00,0.00
